URL;TotalViews
http://www.share4friends.com;0
http://shareboat.fr/;0
http://www.sharedearth.com;0
http://www.shareling.com/;0
http://sharely.us;0
http://sharemyfare.com/;0
http://www.sharemystorage.com/;0
http://shareshed.ca/;0
http://sharetown.com;0
http://shareyourmeal.net/;0,02
http://www.shareyourride.net;0,007857143
https://sharoo.com/;0,135217391
http://shipeer.com/;0,039285714
http://shredshare.io/#sthash.40DMLakC.dpbs;0
http://www.side.cr;0,049166667
http://signup.zigair.com/;0
http://www.simplecharters.com/;0,00325
http://www.simplyhomeexchange.com/;0
http://www.sincropool.com;0,045
http://www.skylib.com;0,05
https://sleepout.com;0,04465
http://www.smoovup.com/;0
http://snappcar.nl/;0,309666667
http://www.socialcar.com/;0,178
http://www.sosimpleholidayswaps.com;0
http://www.spaceout.com.au;0,045
http://spacepal.se;0
http://spacified.com;0
http://www.sparefoot.com;0,90483871
http://www.spareground.co.uk;0
http://www.spareroom.co.uk;15,63225806
https://www.spinlister.com/;0,193870968
http://sride.co;0,017647059
http://www.staydu.com/;0,03875
http://www.stayz.com.au/;2,978387097
https://stokeshare.com/;0,01125
http://www.stopsleepgo.com/;0,032181818
https://storemates.co.uk/index.php;0,022222222
http://storenextdoor.com/;0,0035
http://storex.me;0
http://www.streetbank.com;0,134607143
http://streetlend.com/;0
http://suitematch.com;0
http://www.superfred.it;0,05
http://www.surfbreakrentals.com/;0
http://www.swapmycitypad.com/;0
http://www.swapyourshop.com/;0
http://switchhomes.net/;0
https://tagvenue.com;0,019166667
http://www.tamyca.de;0,113866667
http://temacucar.com/;0,049230769
https://www.theroomlink.co.za/;0,02
http://www.thestorefront.com/;0,01336
http://www.thevacationexchange.com;0
http://www.toogethr.com/;0,03
http://tooxme.com/;0
https://trampolinn.com/;0,053571429
http://travelercar.com;0,0293
http://www.travelhomeexchange.com/;0
http://travelingspoon.com/;0,012941176
http://www.tripda.com/;0,01
http://tryloveroom.com/;0
https://tryngo.ch/;0
https://www.twogo.com;0,039294118
http://www.uber.com/;54,77096774
http://www.uguest.com;0,066666667
http://uk.travelmob.com/;0,273666667
http://umno.bg/;0
https://underthedoormat.com;0
http://www.urbangardenshare.org;0
https://www.usetwice.at;0
http://usselfstoragelocator.com;0
http://www.vacationhomerentals.com/;1,94
http://www.vacationrentalpeople.com/;0
http://www.vadrouille-covoiturage.com;0,031875
http://www.velogistics.net/en/;0
http://www.venues.org.uk/;0
http://villageluxe.com;0,091
http://www.vrbo.com;89,7
https://vrumi.com/;0,072857143
http://Warmshowers.org;0,310645161
http://www.waytostay.com/;0,128964286
http://weareonaboat.com;0
http://wecarpool.com/;0
http://www.wepatch.org;0
www.wimdu.com/;1,055483871
https://worldcraze.com;0,01
http://www.wundercar.org/;0
http://Www.homelink.fr;0
http://Www.trocmaison.com;0,208
http://www.yachtico.com;0,079230769
http://www.yolyola.com;0,054545455
http://www.yourhomeformine.com;0
http://yourhomemyhome.com.au;0
http://www.yourparkingspace.co.uk;0,051935484
http://www.zaranga.com/;0
http://zilok.com/;0,366774194
http://www.zimride.com;0,143935484
http://zukbox.com/;0,013111111
